issueTitle,sectionTitle,sectionAbbrev,authors,articleTitle,year,datePublished,volume,issue,endPage,startPage,articleAbstract,galleyLabel,authorEmail,fileName,keywords,language
The Digital Future of Education,Introduction,INTRO,"Britz, Johannes; Zimmer, Michael",The Digital Future of Education,2014,2014/07/01,21,,2,2,,PDF,ojshelp@ualberta.ca,IRIE-021-digital-education-full-s1.pdf,,English
The Digital Future of Education,Article,AR,"Johnson, Jeffrey Alan",The Ethics of Big Data in Higher Education,2014,2014/07/01,21,,10,3,"Data mining and predictive analytics?collectively referred to as ?big data??are increasingly used in higher education to classify students and predict student behavior. But while the potential benefits of such techniques are significant, realizing them presents a range of ethical and social challenges. The immediate challenge considers the extent to which data mining?s outcomes are themselves ethical with respect to both individuals and institutions. A deep challenge, not readily apparent to institutional researchers or administrators, considers the implications of uncritical understanding of the scientific basis of data mining. These challenges can be met by understanding data mining as part of a value-laden nexus of problems, models, and interventions; by protecting the contextual integrity of information flows; and by ensuring both the scientific and normative validity of data mining applications.",PDF,ojshelp@ualberta.ca,IRIE-021-Johnson.pdf,,English
The Digital Future of Education,Article,AR,"MacCarthy, Mark",Student Privacy: Harm and Context,2014,2014/07/01,21,,24,11,This paper constructs a model of privacy assessment drawn from the context and harm approaches to privacy and applies it to the privacy issues raised by predictive modeling in education. This student privacy assessment involves assessing departures from existing norms of information flow embedded in the social context of education; assessing risks of harm to specific individuals or classes of individuals through unfair or unjustified discrimination; understanding the risk of adverse feedback effects on the aims and purposes of education itself; and the extent to which privacy issues mask more fundamental conflicts over educational values. The paper does not attempt to adjudicate these controversies but rather provides the conceptual and evaluative tools that might facilitate productive discussions.,PDF,ojshelp@ualberta.ca,IRIE-021-MacCarthy.pdf,,English
The Digital Future of Education,Article,AR,"Polonetsky, Jules; Tene, Omer",The Ethics of Student Privacy: Building Trust for Ed Tech,2014,2014/07/01,21,,34,25,"This article analyzes the opportunities and risks of data driven education technologies (ed tech). It discusses the deployment of data technologies by education institutions to enhance student performance, evaluate teachers, improve education techniques, customize programs, devise financial assistance plans, and better leverage scarce resources to assess and optimize education results. Critics fear ed tech could introduce new risks of privacy infringements, narrowcasting and discrimination, fueling the stratification of society by channeling ?winners? to a ?Harvard track? and ?losers? to a ?bluer collar? track; and overly limit the right to fail, struggle and learn through experimentation. The article argues that together with teachers, parents and students, schools and vendors must establish a trust framework to facilitate the adoption of data driven ed tech. Enhanced transparency around institutions? data use philosophy and ethical guidelines, and novel methods of data ?featurization,? will achieve far more than formalistic notices and contractual legalese.",PDF,ojshelp@ualberta.ca,IRIE-021-Polonetsky-Tene.pdf,,English
The Digital Future of Education,Article,AR,"Murumaa-Mengel, Maria; Siibak, Andra",Teachers as nightmare readers: Estonian high-school teachers? experiences and opinions about student-teacher interaction on Facebook,2014,2014/07/01,21,,44,35,"This study explored Estonian teachers? perceptions and practices about student-teacher interaction on Facebook. Four focus group interviews with high-school teachers (n=21) revealed that educators are used to monitoring their students? posts on Facebook and consider it their role to intervene whenever something inappropriate is posted. Teachers viewed such social media surveillance as a routine and harmless practice which does not violate students? privacy. The participants of our study do not see any need for formal social media policies to regulate student-teacher interaction on social media, as they consider themselves perfectly capable of making ethical choices in this realm.",PDF,ojshelp@ualberta.ca,IRIE-021-Mengel-Siibak.pdf,,English
The Digital Future of Education,Article,AR,"Lough, Taryn; Samek, Toni",Canadian University Social Software Guidelines and Academic Freedom: An Alarming Labour Trend,2014,2014/07/01,21,,56,45,"An analysis of first-stage social software guidelines of nine Canadian universities conducted in the 2012-13 academic year with the aim to reveal limits to academic freedom. Carleton University?s guidelines serve as the anchor case, while those of eight other institutions are included to signify a national trend. Implications for this work are central to academic labour. In as much as academic staff have custody and control of all records they create, except records created in and for administrative capacity, these guidelines are interpreted to be alarming. Across the guidelines, framing of social media use by academic staff (even for personal use) as representative of the university assumes academic staff should have an undying loyalty to their institution. The guidelines are read as obvious attempts to control rather than merely guide, and speak to the nature of institutional overreach in the related names of reputation (brand), responsibility (authoritarianism), safety (paternalistically understood and enforced), and the free marketplace of [the right] ideas.",PDF,ojshelp@ualberta.ca,IRIE-021-Lough-Samek.pdf,,English
The Digital Future of Education,Article,AR,"Peekhaus, Wilhelm",Digital Content Delivery in Higher Education: Expanded Mechanisms for Subordinating the Professoriate and Academic Precariat,2014,2014/07/01,21,,63,57,"This paper suggests that the latest digital mechanisms for delivering higher education course content are yet another step in subordinating academic labor. The two main digital delivery mechanisms discussed in the paper are MOOCs and flexible option degrees. The paper advances the argument that, despite a relatively privileged position vis-Ö-vis other workers, academic cognitive laborers are caught up within and subject to some of the constraining and exploitative practices of capitalist accumulation processes. This capture within capitalist circuits of accumulation threatens to increase in velocity and scale through digital delivery mechanisms such as MOOCs and flexible option programs/degrees.",PDF,ojshelp@ualberta.ca,IRIE-021-Peekhaus.pdf,,English
The Digital Future of Education,Article,AR,"Kays, Trent M",Digital Education and Oppression: Rethinking the Ethical Paradigm of the Digital Future,2014,2014/07/01,21,,71,64,"Digital education seems to often be approached from the perspective of educational structures that existed before contemporary technology. In this way, the old structures of oppression are replicated in the spaces most capable of liberation. This article offers a conversation about a future digital education that not only enacts the goals of liberation but also works to embed social justice concepts into the oppressive structures that liberation seeks to topple. Enacting a new ethical paradigm is needed to address the issues of the digital age and education, and this article attempts to build such a paradigm that can be applied to contemporary and future iterations of educational ventures.",PDF,ojshelp@ualberta.ca,IRIE-021-Kays.pdf,,English
The Digital Future of Education,Book Review,REV,"Tavani, Herman T",Honorary Volume for Evi Laskari,2014,2014/07/01,21,,73,72,,PDF,ojshelp@ualberta.ca,IRIE-021-Tavani.pdf,,English
Ethics for the Internet of Things,Editorial,ED,Editors,On IRIE Vol. 22,2014,2014/12/01,22,,1,1,,PDF,ojshelp@ualberta.ca,022_editors.pdf,,English
Ethics for the Internet of Things,Article,AR,"Weil, Felix; Haarkîtter, Hektor",Ethics for the Internet of Things,2014,2014/12/01,22,,5,2,,PDF,ojshelp@ualberta.ca,IRIE-Weil-Haarkoetter.pdf,,English
Ethics for the Internet of Things,Article ,AR,"Freiman, Ori",Towards the Epistemology of the Internet of Things Techno-Epistemology and Ethical Considerations Through the Prism of Trust,2014,2014/12/01,22,,22,6,"This paper discusses the epistemology of the Internet of Things [IoT] by focusing on the topic of trust. It presents various frameworks of trust, and argues that the ethical framework of trust is what constitutes our responsibility to reveal desired norms and standards and embed them in other frameworks of trust. The first section briefly presents the IoT and scrutinizes the scarce philosophical work that has been done on this subject so far. The second section suggests that the field of epistemology is not sufficiently capable of dealing with technologies, and presents a possible solution to this problem. It is argued that knowledge is not only social phenomena, but also a technological one, and that in order to address epistemological issues in technology, we need to carefully depart from traditional epistemic analysis and form a new approach that is technological (termed here Techno-Epistemology). The third and fourth sections engage in an epistemic analysis of trust by dividing it in to various frameworks. The last section argues that these various frameworks of trust can be understood to form a trustworthy large-scale socio-technological system, emphasizing the place of ethical trust as constituting our commitment to give proper accounts for all of the other frameworks.",PDF,ojshelp@ualberta.ca,IRIE-Freiman.pdf,,English
Ethics for the Internet of Things,Article ,AR,"Rizza, Caroline; Draetta, Laura",The ?silence of the chips? concept: towards an ethics(-by-design) for IoT,2014,2014/12/01,22,,31,23,"In this position paper, we would like to promote the alternative approach positioned between the two extreme positions consisting in refusing any innovation or in adopting technology without questioning it. This approach proposes a reflexive and responsible innovation (von Schomberg, 2013; 2011; 2007) based on a compromise between industrial and economic potentialities and a common respect of our human rights and values. We argue that the ?silence of the chips right? (Benhamou, 2012; 2009) is timely, relevant and sustainable to face ethical challenges raised by IoT such as protecting privacy, trust, social justice, autonomy or human agency. We believe this technical solution may support establishing an ethics of IoT embedded in the technology itself. Our position is not ?technocratic?: we do not agree with discourses arguing technology can fix problems. Through the responsible research and innovation approach we promote the idea that only human agency and user empowerment constitute a valid answer to the ethical, legal and social issues raised by IoT.",PDF,ojshelp@ualberta.ca,IRIE-Rizza-Draetta.pdf,,English
Ethics for the Internet of Things,Article ,AR,"Zehle, Soenke",Reclaiming the Ambient Commons: Strategies of Depletion Design in the Subjective Economy,2014,2014/12/01,22,,41,32,"The vision of an internet of things, increasingly considered in the context of the ?internet of everything?, calls for an ethics of technology driven less by the philosophical search for the essence of technology than by a transversal curiosity regarding processes of constitution. If growing interest in enhanced and expanded media literacy approaches facilitates ethical reflection, the scope of such reflection is related to the extent of our attention to and awareness of the immanence of our agency, our capacity for relation in machinic assemblages that structure and sustain our communicative existences far beyond the sphere of signification. While the positions from which such reflection occurs are necessarily multiple, we can still respond to the distribution of agency with an aggregation of responsibility and the creation of a commons with greater attention to the vastness of the spatial and temporal scales of our situation. The idea of depletion design is both a concrete set of design strategies and an attempt to establish an experimental institutional object to facilitate and frame such ethico-aesthetic practice, an architecture for commoning that situates and affirms our ethical agency under the conditions of mediation.",PDF,ojshelp@ualberta.ca,IRIE-Zehle.pdf,,English
Ethics for the Internet of Things,Article ,AR,"Abbas, Roba; Michael, Katina; Michael, M.G.",Using a Social-Ethical Framework to Evaluate Location-Based Services in an Internet of Things World,2014,2014/12/01,22,,73,42,"The idea for an Internet of Things has matured since its inception as a concept in 1999. People today speak openly of a Web of Things and People, and even more broadly of an Internet of Everything. As our relationships become more and more complex and enmeshed, through the use of advanced technologies, we have pondered on ways to simplify flows of communications, to collect meaningful data, and use them to make timely decisions with respect to optimisation and efficiency. At their core, these flows of communications are pathways to registers of interaction, and tell the intricate story of outputs at various units of analysis- things, vehicles, animals, people, organisations, industries, even governments. In this trend toward evidence-based enquiry, data is the enabling force driving the growth of IoT infrastructure. This paper uses the case of location-based services, which are integral to IoT approaches, to demonstrate that new technologies are complex in their effects on society. Fundamental to IoT is the spatial element, and through this capability, the tracking and monitoring of everything, from the smallest nut and bolt, to the largest shipping liner to the mapping of planet earth, and from the whereabouts of the minor to that of the prime minister. How this information is stored, who has access, and what they will do with it, is arguable depending on the stated answers. In this case study of location-based services we concentrate on control and trust, two overarching themes that have been very much neglected, and use the outcomes of this research to inform the development of a socio-ethical conceptual framework that can be applied to minimise the unintended negative consequences of advanced technologies. We posit it is not enough to claim objectivity through information ethics approaches alone, and present instead a socio-ethical impact framework. Sociality therefore binds together that higher ideal of praxis where the living thing (e.g. human) is the central and most valued actor of a system.",PDF,ojshelp@ualberta.ca,IRIE-Abbas-Michael-Michael.pdf,,English
Ethics for the Internet of Things,Article ,AR,"Dimitrijevic, Sandrina",Ethical Consequences of Bounded Rationality in the Internet of Things,2014,2014/12/01,22,,82,74,"One of the main challenges that the arriving paradigm of Internet of Things brings to society is providing and securing individual privacy. There are lots of obstacles which prevents us from successfully confronting such a challenge. In this paper we are going to deal with one such obstacle, and that is the bounded rationality of humans as participants in the environment of Internet of Things. We argue that the ethical approach to the vision of the Internet of Things has to include the notion of bounded rationality. Bounded rationality of users impedes the possibility of giving informed consent. Informed consent is required when getting permission for collecting and using somebody?s personal information. Lastly, we discuss the need for a paternalistic approach of maximum possible default privacy settings without asking for consent, given the seriousness of all potential risks.",PDF,ojshelp@ualberta.ca,IRIE-Dimitrijevic.pdf,,English
Ethics for the Internet of Things,Article ,AR,"Habib, Kashif",Ethical Aspects of the Internet of Things in eHealth,2014,2014/12/01,22,,91,83,"While the current Internet has brought comforts in our lives, the future of the Internet that is the Internet of Things (IoT) promises to make our daily living even much easier and convenient. The IoT presents a concept of smart world around us, where things are trying to assist and benefit people. Patient monitoring outside the hospital environment is one case for the IoT in healthcare. The healthcare system can get many benefits from the IoT such as patient monitoring with chronic disease, monitoring of elderly people, and monitoring of athletes fitness. However, the comfort may bring along some worries in the form of people?s concerns such as right or wrong actions by things, unauthorised tracking, illegal monitoring, trust relationship, safety, and security. This paper presents the ethical implications of the IoT in eHealth on people and society, and more specifically discusses the ethical issues that may arise due to distinguishing characteristics of the IoT.",PDF,ojshelp@ualberta.ca,IRIE-Habib.pdf,,English
Ethics for the Internet of Things,Article ,AR,"Stengel, Bernhard",Ethische öberlegungen zu Smart Home,2014,2014/12/01,22,,100,92,"?Smart Home? is used as a buzzword to term a wide scope of home automation. In this paper the focus is on systems connected to the internet, being primarily operated by mobile ICT devices. When viewing systems already available, those being available in Germany take centre stage. In a general point of view the new human interface to devices is compared to that of old-fashioned devices. Regarding social togetherness, the topics of multi user mode and monitoring of homes are discussed. It is not sure that all persons living in the home get fair access to the new technology. Furthermore, when persons being present at different locations are able to operate the same device, there is the task to synchronize the actions. The main focus of monitoring is on suspect strangers approaching from outside, but it also could be applied inside in a questionable manner. Control of home infrastructure by algorithms raises questions of paternalism.",PDF,ojshelp@ualberta.ca,IRIE-Stengel.pdf.old,,English
Ethics for the Internet of Things,Article ,AR,"Schafer, Burkhard",D-waste: Data disposal as challenge for waste management in the Internet of Things,2014,2014/12/01,22,,107,101,"Proliferation of data processing and data storage devices in the Internet of Things poses significant privacy risks. At the same time, faster and faster use-cycles and obsolescence of devices with electronic components causes environmental problems. Some of the solutions to the environmental challenges of e-waste include mandatory recycling schemes as well as informal second hand markets. However, the data security and privacy implications of these green policies are as yet badly understood. This paper argues that based on the experience with second hand markets in desktop computers, it is very likely that data that was legitimately collected under the household exception of the Data Protection Directive will ?leak? into public spheres. Operators of large recycling schemes may find themselves inadvertently and unknowingly to be data controller for the purpose of Data Protection law, private resale of electronic devices can expose the prior owner to significant privacy risks.",PDF,ojshelp@ualberta.ca,IRIE-Schafer.pdf,,English
Global Digital Citizenship,Editorial,ED,Editors,On IRIE Vol. 23,2015,0201-11-01,23,,,,,PDF,ojshelp@ualberta.ca,023_editors.pdf,,English
Global Digital Citizenship,Article,AR,"Bielby, Jared",Global Digital Citizenship,2015,2015/11/01,23,,,,,PDF,ojshelp@ualberta.ca,IRIE-023-01.pdf,,English
Global Digital Citizenship,Article ,AR,"de Moraes, Jo∆o Antonio; de Andrade, Elo°sa Benvenutti",Who are the citizens of the digital citizenship?,2015,2015/11/01,23,,,,"We live in the Digital Era, where national frontiers are vanishing. In light of cultural globalization and digital identity, a contemporary re-interpretation of classical notions like citizenship is imperative. What does it mean to be a citizen in the Digital Era? To whom can we assign digital citizenship status? In order to discuss these questions we introduce the notion of hybrid beings. Our hypothesis is that the dynamical feedback relation between the physical and digital individual?s experience promotes the embodiment of a hybrid identity from which the hybrid being emerges. It is important to stress that the hybrid identities of hybrid beings are not just alter egos or avatars created in the digital world, but that they express a new dynamic around the impossibility of distinguishing between ?physical? and ?digital? sides of an individuals? actions. It is precisely because of a hybrid being?s participation in a merged physical/digital world that we believe the notion of hybrid beings is the most suitable paradigm to exemplify the role of the digital citizen and digital citizenship.",PDF,ojshelp@ualberta.ca,IRIE-023-02.pdf,,English
Global Digital Citizenship,Article ,AR,"Iliadis, Andrew",The Right to Nonparticipation for Global Digital Citizenship,2015,2015/11/01,23,,,,"This article argues for the right to nonparticipation for Global Digital Citizenship (GDC). It recuperates the notion of political nonparticipation in the context of information and communication technologies (ICTs) and GDC in order to show that nonparticipation can operate effectively in non-State spheres, particularly online. The paper begins with a discussion of nonparticipation in the context of Nation States and non-Statal Organizations before offering a brief survey of the terms Global Citizenship (GC), Digital Citizenship (DC), and GDC. Nonparticipation in an online context is then explained, followed by a discussion of practical concerns, such as who might enforce GDC rights among global digital citizens.",PDF,ojshelp@ualberta.ca,IRIE-023-03.pdf,,English
Global Digital Citizenship,Article ,AR,"Bridges, Laurie M; McElroy, Kelly",Access to Information is (Not) a Universal Right in Higher Education: Librarian Ethics and Advocacy,2015,2015/11/01,23,,,,"As a profession, librarians have proclaimed an ethical duty to ensure access to information for all people. However, many barriers exist to fulfilling this duty, including varying levels of education and technology around the globe, the cost of obtaining research information, and the concentration of scholarly publishing in English. This article outlines these barriers, concluding with a call to action for librarians to advocate for multilingual Open Access, to foster international scholarly communities, and to champion Internet access for all.",PDF,ojshelp@ualberta.ca,IRIE-023-04.pdf,,English
Global Digital Citizenship,Article ,AR,"Nathansohn, Bruno Macedo ",A busca pela cidadania global no ciberespaáo: a perspectiva da Çtica intercultural no conflito israelo-palestino,2015,2015/11/01,23,,,,"The following article is a critical reflection on the impact of socio-technical networks of info-communication in the prevailing ethical framework of the underground international conflict environment. It uses the intricate Israeli-Palestinian relationship to outline the reflection. By explicating a cross-cultural ethics, the article attempts to deduce how best to build a global citizenship within a conflict relationship. To accomplish the task, it analyses two political resistance groups, the Gush Emunim, and Hamas, both groups being directly dedicated to conflict, Hamas for the Palestinian side, and the Gush Emunim for the Israeli side, where both sides share the same concerns, namely citizenship and participation in the global cyberspace community.",PDF,ojshelp@ualberta.ca,IRIE-023-05.pdf,,Portuguese
Global Digital Citizenship,Article ,AR,"Zanon, Breilla","Transparency for institutions, privacy for individuals: the globalized citizen and power relations in a postmodern democracy",2015,2015/11/01,23,,,,"The aim of this article is to observe how technologies of communication, especially the Internet - allow extensive and intensive connections between several global territories and how they begin to influence the formation of demands and the organization and participation of individuals/citizens around local and global causes. For this, the below article uses Wikileaks and the cypherpunk philosophy to exemplify how information can be both used and abused in the common space of the internet, allowing new citizenship developments as well as government control strategies.",PDF,ojshelp@ualberta.ca,IRIE-023-06.pdf,,English
Global Digital Citizenship,Article ,AR,"Staunton, Ben","Trolling the Global Citizen: The Deconstructive Ethics of the Digital Subject	",2015,2015/11/01,23,,,,"This article compares two contemporary rhetorical figures: the ?internet troll?, a name invoked to represent a variety of offensive and disturbing online discourse, and the narrator and main character of avant-garde English author Tom McCarthy?s debut novel Remainder (2005). By thinking about how these two figures relate to Levinas? brand of deconstructive ethics, I attempt to develop an idea about how global communication technology (which is, including literature, an essential ingredient, inspiration and sometimes ?form? of the ?global citizen?) bends our perception and performance of what is ethical. Both the troll and McCarthy?s narrator represent the necessity of understanding in a world caged in technical language describing itself. And at the same time, each figure will be shown to represent the motivating force of a global society that strives for total understanding: an absence of understanding, or in Levinasian terms, the face of the other.",PDF,ojshelp@ualberta.ca,IRIE-023-07.pdf,,English
Global Digital Citizenship,Article ,AR,"Pantoja Boechat, Marina; de Carvalho Pereira, DÇbora","Reverse mediations: digital methods of social research for digital citizenship	",2015,2015/11/01,23,,,,"Our society is heavily mediated by information technologies, so the simplest interactions become traceable, which collaborates to a deluge of data. They represent an abundant source for social analysis and an unparalleled opportunity for citizens to access, produce and disseminate information. Nevertheless, all this affluence of data, for presenting itself in a scattered way, also poses significant difficulties for achieving an integrated view of social reality and its interactions, and is organized in many competing interfaces and information architectures, that may produce, reinforce and disseminate ideologies, hegemonic discourse and platform biases. We identify an emerging field of dispute of the place of mediation of the many flows of information, and efforts for repurposing and restructuring these flows over the seamless structuring of different competing architectures. In order to describe some of these efforts, we draw examples from the field of controversy mapping, and propose the concept of reverse mediation.",PDF,ojshelp@ualberta.ca,IRIE-023-08.pdf,,English
Ethics of Big Data,Editorial,ED,Editors,On IRIE  Vol.24 ,2016,2016/05/01,24,,,,,PDF,ojshelp@ualberta.ca,024_editors.pdf,,English
Ethics of Big Data,Introduction,INTRO,"Nerurkar, Michael; Wadephul, Christian; Wiegerling, Klaus",Ethics of Big Data: Introduction,2016,2016/05/01,24,,,,,PDF,ojshelp@ualberta.ca,IRIE-024-01.pdf,,English
Ethics of Big Data,Article ,AR,"Buschauer, Regine","Datavisions ? On Panoptica, Oligoptica, and (Big) Data	",2016,2016/05/01,24,,,,"In focusing on relations between data and vision and proposing to address big data in terms of currently dominant optical metaphors (and, quite literally, in terms of ?visions?), the paper makes a case for an approach that allows for clearer distinctions between big data as ?visions?, and data technologies. (Re)assessing (present and past) notions and visions of panoptic data technologies, I outline three perspectives on the nexus between data and vision(s). Following Bruno Latour?s counter-image of ?oligoptica?, I argue, more generally, in favour of a conceptual framework that understands big data as a sociotechnical infrastructure, and discuss, drawing on more recent studies, in which ways this approach allows to address social and ethical implications of present data technologies and practices in a more differentiated way.",PDF,ojshelp@ualberta.ca,IRIE-024-02.pdf,,English
Ethics of Big Data,Article ,AR,"Heesen, Jessica","Big Data for a Fairer Democracy?	",2016,2016/05/01,24,,,,"Big data-analysis is linked to the expectation to provide a general image of socially relevant topics and processes. Similar to this, the idea of the public sphere involves being representative of all citizens and of important topics and problems. This contribution, on one side, aims to explain how a normative concept of the public sphere could be infiltrated by big data. On the other, it will discuss how participative processes and common wealth can profit from a thorough use of big data analysis. As important parts of the argument, two concepts will be introduced: the numerical public (as a public that is constituted by machine-communication) and total politicisation (as a loss of negative freedom of expression).",PDF,ojshelp@ualberta.ca,IRIE-024-03.pdf,,English
Ethics of Big Data,Article ,AR,"Manzeschke, Arne; Assadi, Galia; Viehîver, Willy","The Role of Big Data in Ambient Assisted Living	",2016,2016/05/01,24,,,,"Big Data and biopolitics are two major issues currently attracting attention in public health discourse, but also in sociology of knowledge, STS Studies as well as in philosophy of science and bioethics. The paper considers big data to be a new form and instrument of biopolitics (Foucault) which addresses both the categories of body and space. It is expected to fundamentally transform health care systems, domestic environments and practices of self-observation and reflection. Accordingly the paper points out some problems and pitfalls as well as open questions that have emerged in the field of AAL, which merit more attention in future public and academic debate.",PDF,ojshelp@ualberta.ca,IRIE-024-04.pdf,,English
Ethics of Big Data,Article ,AR,"Weston, Harald","Data Analytics as Predictor of Character or Virtues, and the Risks to Autonomy	",2016,2016/05/01,24,,,,"Can we measure and predict character with predictive analytics so a business can better assess, ideally objectively, whether to lend money or extend credit to that person, beyond current objective measures of credit scores (when available) and standard financial metrics like solvency and debt ratios? We and the analysts probably do not know enough about character to try to measure it, though it might be more useful to measure and predict a person?s temperance and prudence as virtues, or self-control as psychology, or sense of obligation, particularly a moral commitment or sense of duty to honor a contract and re-pay a loan. The pervasive data surveillance of people that goes with ?big data? and predictive analytics is not only an invasion of privacy in general, but an impairment of the aspect of privacy called autonomy that will constrict and alter a person?s choices and development of self.",PDF,ojshelp@ualberta.ca,IRIE-024-05.pdf,,English
Ethics of Big Data,Article ,AR,"Richter, Philipp; Kaminski, Andreas","?Before you even know ?"" ? Big Data und die Erkennbarkeit des Selbst	",2016,2016/05/01,24,,,,"Der Big Data-Technologie wird das Potenzial zugeschrieben, durch Mustererkennung in aggregierten Daten Verhaltensweisen von Personen zu prognostizieren, noch bevor diese intendiert und reflektiert wÅrden. Zumeist widmet sich die Big Data-Debatte daher den BefÅrchtungen mîglicher Einbu·en von Privatheit und Freiheit. In unserem Beitrag wÑhlen wir jedoch einen anderen Zugriff und fragen, inwiefern die Big Data-Visionen das Selbstsein betreffen, also das Konzept davon, wer ich selbst eigentlich bin. Wenn Selbstsein, Martin Heidegger zufolge, eigentlich bedeutet, in kritischer Distanz zu vorgegebenen Mîglichkeiten zu leben, stellt sich die Frage, welches Kriterium hier eine klare Unterscheidbarkeit gewÑhrleistet: Wie kann ich wissen, echt ich selbst zu sein, ohne nur wiederum andere öblichkeiten nachzuahmen? Wir fragen daher, ob die Big-Data-Technologie subjektive Verzerrungen und TÑuschungen Åber das Selbst ausschalten kînnte. HierfÅr wird der Begriff ?Selbstsein? bei Heidegger erarbeitet. Dabei lÑsst sich allerdings zeigen, dass dieser letztlich ohne TrennschÑrfe bleibt, da die nur negative Charakterisierung von eigentlichem Selbstsein, Heidegger zufolge, echt oder unecht ausgestaltet sein kann ? der aus der Mîglichkeit echter oder unechter SelbsterzÑhlung resultierende Relativismus wurde bisher nicht hinreichend beachtet. Big Data kann zwar uneigentliche ErzÑhlmuster vermeiden, nicht aber uneigentliches oder eigentliches Verhalten differenzieren; ob ich z.B. manches ? unecht eigentlich ? aus Trotz oder KalkÅl gegen mein eigenes SelbstverstÑndnis tat, bleibt verborgen. Fazit: Es muss entweder ein Kriterium fÅr echtes Eigentlichsein entwickelt oder der Anspruch, darÅber Auskunft zu geben, verworfen werden ? bei Heidegger und Big Data. Verzichtet man jedoch auf die Idee einer (echten) Eigentlichkeit verzichtet man auf den Begriff des Selbst.",PDF,ojshelp@ualberta.ca,IRIE-024-06.pdf,,German
Ethics of Big Data,Article ,AR,"Gransche, Bruno","The Oracle of Big Data ? Prophecies without Prophets	",2016,2016/05/01,24,,,,"The need for foreknowledge intensifies and a prophetic promise of today?s palm readers causes us wet palms: letting the world speak for itself. Big Data comes with the promise of enabling people to listen to that speaking world and of gaining accurate foreknowledge by Big Data predictions. The uncertainty of our modern, complex world overstrains our present coping capabilities, causing a feeling of slipping off a slippery slope, which in turn causes a need for increasing our own foreknowledge. Part of the Big Data promise is to grant better foreknowledge by overcoming the wrongness of scientific theory or causation assumptions. But thus, people have no other option than to believe in these results and perform their actions in good faith. This makes Big Data based outcomes a matter of faith. This article argues that Big Data based outcomes can be seen as today?s oracle, as prophecies without prophets and reflects on the consequences of that perspective.",PDF,ojshelp@ualberta.ca,IRIE-024-07.pdf,,English
Ethics for Indian Cybertariats,Editorial,ED,Editors,On IRIE Vol. 25,2016,2016/12/01,25,,1,1,,PDF,ojshelp@ualberta.ca,025_editors.pdf,,
Ethics for Indian Cybertariats,Article ,AR,"T V, Gopal; Lobo, Anthony; Duggal, Pavan",Ethics for Indian Cybertariats,2016,2016/12/01,25,,,,,PDF,ojshelp@ualberta.ca,IRIE-25-Ethics-for-indian-cybertariats-12-2016-1.pdf,,English
Ethics for Indian Cybertariats,Article ,AR,"Livas, Javier","Trust, Technology and Requisite Variety	",2016,2016/12/01,25,,,,"The Cybernetic State is about using what we know now about cybernetics to create a better society for all. It is about satisfying people?s needs from a platform of individual freedom and responsibility. It is also about using computers wisely. In order to do that, technology has to produce transparency so that as many people as possible contribute to the new social order. To create a transparent government implies making it easy to understand and very dependable.",PDF,ojshelp@ualberta.ca,IRIE-25-Ethics-for-indian-cybertariats-12-2016-2.pdf,,English
Ethics for Indian Cybertariats,Article ,AR,"Sharan, Raghubir; Boruah, Bijoy","Ethical Concerns of Human-Being, Cyber-Being and Cybertariat: An Educational Perspective	",2016,2016/12/01,25,,,,"Few would deny that machines (along with intelligent machines) are a cultural creation of great significance. The Human race has shown extraordinary skills in achieving this glory. But this is not the glory of an unblemished modern humanity. While humankind has been admirably powerful in creatively controlling external forces, there has not been a similar display of control over the inner forces of selfish desire and the will to individual power. Education, it its true spirit, is a noble endeavour dedicated to a proper balancing of the external and the internal forces operative in the human psyche. The currently overwhelming prevalence of STEM education seems to be more aligned to the 'external' end of this spectrum of human drive, whereas the disciplines of the Humanities critically address themselves to the imminent problem of imbalance and are attuned to the pursuit of the 'internal' end. Whether we can hope for a future far better than the past, or fall into a state of despair by doing worse than our past, crucially depends on the extent to which higher education in contemporary times is wedded to the virtue of attaining the balance.",PDF,ojshelp@ualberta.ca,IRIE-25-Ethics-for-indian-cybertariats-12-2016-3.pdf,,English
Ethics for Indian Cybertariats,Article ,AR,"Vijayashankar, Na","Ethics for Indian Cybertariats - LAG Neutrality Challenges and Solutions	",2016,2016/12/01,25,,,,"The growth of Cybertariats as a new class of workers who represent an integration of the Cyber Society work with existence in Physical space has opened up new challenges in the management of the work force. The key concerns or issues are those which arise in the world of Cybertariats because of the ?LAG neutrality? namely the ?Location Neutrality?, ?Age Neutrality? and ?Gender Neutrality? of a Cybertariat worker.",PDF,ojshelp@ualberta.ca,IRIE-25-Ethics-for-indian-cybertariats-12-2016-4.pdf,,English
Ethics for Indian Cybertariats,Article ,AR,"Duggal, Pavan","Cyber Terrorism And Cyber Law - Duties Of Service Providers	",2016,2016/12/01,25,,,,"The year 2017 has dawned in a new era. This is an era where cyber terrorism and cyber extremism are increasingly going to be significant factors in our day-to-day lives. Whether we like it or not, today social media platforms are infiltrated with cyber terrorists and cyber extremists. In addition, Cyber radicalization as a phenomenon is constantly on the rise.",PDF,ojshelp@ualberta.ca,IRIE-25-Ethics-for-indian-cybertariats-12-2016-5.pdf,,English
